SR_No,Survey Registered Date,Survey ID,Mode of Survey,Survey Location,Survey Type,Survey Subtype,LR No,LR Date,Vehicle Number,Other Vehicle Numbers,Vehicle Gross Weight (Kg),Vehicle Tare Weight (Kg),UOM,Cargo Length,Cargo Breadth,Cargo Height,Cargo Weight (Kg),Gross Weight (KG),Unit of Qty,Product Qty,Unit Rate,Tax Rate,Gross Total,Invoice Date,Invoice Value,Sum Assured,Consignor GSTIN,Consignor Name,Consignor City,Consignor State,Consignee GSTIN,Consignee Name,Consignee City,Consignee State,Insurer GSTIN,Insurer Name,Insurer City,Insurer State,Carrier GSTIN,Carrier Name,Carrier City,Carrier State,Shipped From,Shipped To,Weather at Loading Port,Weather at Destination Port,External Packaging Detail,Internal Packaging Detail,Other Packaging Detail,Marks and Numbers (Container/Conveyance),Marks and Numbers (Cargo),Package Observation (Container/Conveyance),Package Observation (Cargo),Lashing (Cargo),Dunnage and Chocking (Cargo),Damages and Other Observation (Container),Damages and Other Observation (Cargo),Invoice and Packing List,Copy of L/R or Delivery Challan,Copy of E-way Bill,Copy of Vehicle Registration Certificate,Copy of Vehicle Fitness Certificate,Date of Factory Stuffing,Date of Cargo expected to leave,Date of L/R (anticipated),Survey Completed Date,Status,Survey Done By,source,Exposure_Value,Delay_Days,Route,Delay_LR_minus_Stuffing,Delay_Stuffing_minus_LR,Delay_Abs_Days,HSN2,from_lat,from_lon,to_lat,to_lon,distance_km,is_intracity,distance_usable,invoice_value,gross_total,sum_assured,exposure_value,eWayBill,eWayBill_12,eWayBillDate,ewaybill_is_valid_12,ewaybill_digits,origin_city,destination_city,route,origin_lat,origin_lon,dest_lat,dest_lon,dispatch_date,arrival_date,delay_days,consignor,consignee,carrier,client_tag,source_file,pipeline_version,run_date,Driver License No,Driver DOB,Driver Mobile No,HSN Code,Product Model No,Product Description,Consignor Address,Consignor Pincode,Consignee Address,Consignee Pincode,Insurer Address,Insurer Pincode,Carrier Address,Carrier PIN
11,2025-08-29,V2CSSRY100950,Physical,"VADODARA, GUJARAT",Cargo Condition Inspection,Pre Dispatch,,,GJ01BT9984,,"16,200","7,950",FT,9.2,7.1,9.2,"7,500",0,Numbers,1,"69,00,000",18.0,,2025-08-29,,,24AAACV2809D1ZS,,VADODARA ,Gujarat,24AAICG2623G1ZX,,Bharuch,Gujarat,27AAACN4165C3ZP,THE NEW INDIA ASSURANCE CO LIMITED,,Maharashtra,24AABFY0533F1ZL,,Ahmedabad,Gujarat,,,Normal,Normal,Loose/Unpacked,,,"Vehicle Number: GJ01BT9984,  Other Vehicle Numbers: ,    ",W250000208,"Vehicle Number: GJ01BT9984,  Other Vehicle Numbers: ,    ",Ok ,4 BELT USE - THRU. FROM ONE SIDE TO ANTOHER ,13 WELDING DONE ON BASE FRAME ,NO,Please make sure that  RED FLAG / REFLECTOR TAPE is placed on the cargo,Yes,Yes,Yes,Yes,Yes,2025-08-29,2025-08-29,2025-08-29,2025-08-29 09:22:12 PM,Approved,Prashant,,,,,,,,,,,,,,,,"81,42,000","81,42,000","89,56,200",,621961182437.0,,2025-08-28,False,6219611824370,Vadodara,Bharuch,,,,,,,,,VOLTAS LIMITED,GREEN LEAF CHEM TECH PRIVATE LIMITED,YATAYAT CORPORATION OF INDIA,Voltas,voltas_as_on_20_03_2026.csv,ap_v1.1.0_reset,2026-03-20 18:23:04,UP4420090000933,1986-04-01 16:23:59,9723332178.0,84186100.0,Product Model No,HEAT PUMPS OTHER THAN AIR-CONDITIONING MACHINES OF HEADING 8414,SIDDHI INDUSTRIAL PARK WAGHODIA VADODARA ,391760.0,"Unnamed Road    D-2/CH/231, D-2-CH-232, D-2/CH/272  Dahej SIR",392130.0,Bank Street    34/38  Fort,400023.0,VEDMANDIR ROAD    7/A  KANKARIA,380022.0
12,2025-08-30,V2CSSRY100951,Physical,"VADODARA, GUJARAT",Cargo Condition Inspection,Pre Dispatch,,,HR74B4548,,"18,500","5,140",FT,9.4,7.4,9.4,"6,000","18,500",Numbers,1,"46,62,000",18.0,,2025-08-29,,,24AAACV2809D1ZS,,Vadodara,Gujarat,09AAACL1838J1ZE,,Gautam Buddha Nagar,Uttar Pradesh,27AAACN4165C3ZP,THE NEW INDIA ASSURANCE CO LIMITED,,Maharashtra,24CUOPS2908D1ZJ,,Vadodara,Gujarat,,,Normal,Normal,Loose/Unpacked,,,"Vehicle Number: HR74B4548,     ",unit serial number W250000108,"Vehicle Number: HR74B4548,  Other Vehicle Numbers: ,    ",OK,4 BELT USE - THROUGH OUT THE UNITS FORM ONE SIDE TO ANOTHER,12 VELDING DONE ON BASE FRAME - FOR CHOCKING,NO,Please make sure that  RED FLAG / REFLECTOR TAPE is placed on the cargo,Yes,Yes,Yes,Yes,Yes,2025-08-29,2025-08-29,2025-08-29,2025-08-30 02:35:58 PM,Approved,Prashant,,,,,,,,,,,,,,,,"55,01,160","55,01,160","60,51,276",,621961396702.0,,2025-08-28,False,6219613967020,Vadodara,Ghaziabad,,,,,,,,,VOLTAS LIMITED,TRENT LIMITED,RAVINDER SINGH,Voltas,voltas_as_on_20_03_2026.csv,ap_v1.1.0_reset,2026-03-20 18:23:04,MP13R20220000018,2025-08-30 09:07:13,9813310786.0,84186100.0,Product Model No,ACEGAFVXR1401MMCA-AC VFD SCREW CHILLER ,"siddhi industrail infra  park, Waghodia, Vadodara",391760.0,"Sector 18 Noida,    L 1,Sector 18  Noida,",201301.0,Bank Street    34/38  Fort,400023.0,KARELIBAUG  3RD FLOOR  26  Vadodara,390019.0
13,2025-08-30,V2CSSRY100952,Physical,"VADODARA, GUJARAT",Cargo Condition Inspection,Pre Dispatch,,,DN09U9917,,"18,500","5,605",FT,9.6,7.4,9.6,"9,000","9,000",Numbers,1,"58,25,000",18.0,,2025-08-30,,,24AAACV2809D1ZS,,Ahmedabad,Gujarat,36AACCT5245K1Z4,,K.V.Rangareddy,Telangana,27AAACN4165C3ZP,THE NEW INDIA ASSURANCE CO LIMITED,,Maharashtra,24AJTPG5264G1Z1,,VADODARA,Gujarat,,,Normal,Normal,Loose/Unpacked,,,"Vehicle Number: DN09U9917,  ",UNIT SERIAL NUMBER W250000108,"Vehicle Number: DN09U9917,   ",,4 BELT USE - THROUGH THE UNITS FORM ONE SIDE TO ANOTHER ,10 WELDING DONE ON BASE FRAME ,Flatbed trailer,Please make sure that  RED FLAG / REFLECTOR TAPE is placed on the cargo,Yes,Yes,Yes,Yes,Yes,2025-08-30,2025-08-30,2025-08-30,2025-08-30 08:42:55 PM,Approved,Prashant,,,,,,,,,,,,,,,,"68,73,500","68,73,500","75,60,850",,661962044521.0,,2025-08-29,False,6619620445210,Vadodara,K.V.Rangareddy,,,,,,,,,VOLTAS LIMITED,TATA ADVANCED SYSTEMS LIMITED,SHYAMSUNDER BHIMSAIN GOYAL,Voltas,voltas_as_on_20_03_2026.csv,ap_v1.1.0_reset,2026-03-20 18:23:04,MH1620230017325,2025-08-30 15:39:24,9328762266.0,84186100.0,Product Model No,HEAT PUMPS OTHER THAN AIR-CONDITIONING MACHINES OF HEADING 8414,"132 FEET RING ROAD  3 RD  A-301  BEHIND IOC PETROL PUMP, SATELLITE",380015.0,"Adibatla Village    Plot No.1/A,SY NO.656  Ibrahimpatnam Mandal",501510.0,Bank Street    34/38  Fort,400023.0,Chanod Colony Road  1 st Floor  Flat No B-1  Vapi,391760.0
14,2025-08-31,V2CSSRY100953,Physical,"VADODARA, GUJARAT",Cargo Condition Inspection,Pre Dispatch,,,MH43CK7146,,"18,500","7,500",FT,9.6,7.4,9.6,"4,000","4,000",Numbers,1,"30,30,000",18.0,,2025-08-31,,,24AAACV2809D1ZS,,Ahmedabad,Gujarat,29AATPU1541R3ZJ,,Bangalore,Karnataka,27AAACN4165C3ZP,THE NEW INDIA ASSURANCE CO LIMITED,,Maharashtra,24AJTPG5264G1Z1,,Valsad,Gujarat,,,Normal,Normal,Loose/Unpacked,,,"Vehicle Number: MH43CK7146,   ",SERIAL NUMBER W250000208 ,"Vehicle Number: MH43CK7146, ",,2 BELT USE ,08 WELDING ON BASE FRAME ,, ,Yes,Yes,Yes,Yes,Yes,2025-08-31,2025-08-31,2025-08-31,2025-08-31 01:06:07 PM,Approved,Prashant,,,,,,,,,,,,,,,,"35,75,400","35,75,400","39,32,940",,611962237423.0,,2025-08-30,False,6119622374230,Vadodara,Chickmagalur,,,,,,,,,VOLTAS LIMITED,LAXMIPURA VENKATACHALAIAH UMESH,SHYAMSUNDER BHIMSAIN GOYAL,Voltas,voltas_as_on_20_03_2026.csv,ap_v1.1.0_reset,2026-03-20 18:23:04,UP3620140005133,2025-08-31 07:36:55,9328762266.0,84186100.0,Product Model No,HEAT PUMPS OTHER THAN AIR-CONDITIONING MACHINES OF HEADING 8414,"132 FEET RING ROAD  3 RD  A-301  BEHIND IOC PETROL PUMP, SATELLITE",380015.0,6th C Main Road  1st Floor  3320/4  Bengaluru,560104.0,Bank Street    34/38  Fort,400023.0,Chanod Colony Road  1 st Floor  Flat No B-1  Vapi,396195.0
15,2025-08-31,V2CSSRY100954,Physical,"VADODARA, GUJARAT",Cargo Condition Inspection,Pre Dispatch,,,RJ51GA3863,,"18,500","8,500",FT,9.6,7.4,9.6,"4,000","4,000",Numbers,1,"19,89,000",18.0,,2025-08-31,,,24AAACV2809D1ZS,,Ahmedabad,Gujarat,24ABCCS1258A1ZW,,Vadodara,Gujarat,27AAACN4165C3ZP,THE NEW INDIA ASSURANCE CO LIMITED,,Maharashtra,24AJTPG5264G1Z1,,Valsad,Gujarat,,,Normal,Normal,Loose/Unpacked,,,"Vehicle Number: RJ51GA3863,  ,  ",SERIAL NO W250002108,"Vehicle Number: RJ51GA3863, ",,4 BELT USE ,10 WELDING ON BASE FRAME ,Flatbed trailer,Please make sure that  RED FLAG / REFLECTOR TAPE is placed on the cargo,Yes,Yes,Yes,Yes,Yes,2025-08-31,2025-08-31,2025-08-31,2025-08-31 02:18:19 PM,Approved,Prashant,,,,,,,,,,,,,,,,"23,47,020","23,47,020","25,81,722",,661962259972.0,,2025-08-30,False,6619622599720,Vadodara,Jaipur,,,,,,,,,VOLTAS LIMITED,SKAI AIR CONTROL PRIVATE LIMITED,SHYAMSUNDER BHIMSAIN GOYAL,Voltas,voltas_as_on_20_03_2026.csv,ap_v1.1.0_reset,2026-03-20 18:23:04,RJ0620230002891,2025-08-31 08:48:47,9328762266.0,84186100.0,Product Model No, ACEGAFXR0801ML AC SCR CHP,"132 FEET RING ROAD  3 RD  A-301  BEHIND IOC PETROL PUMP, SATELLITE",380015.0,"N H 8, OPP. L AND T COMPANY    249  PO PADAMALA, RANOLI",391760.0,Bank Street    34/38  Fort,400023.0,Chanod Colony Road  1 st Floor  Flat No B-1  Vapi,396195.0
16,2025-08-31,V2CSSRY100955,Physical,"VADODARA, GUJARAT",Cargo Condition Inspection,Pre Dispatch,,,RJ51GA3863,,"18,500","8,500",FT,9.6,7.4,9.6,"4,000","4,000",Numbers,1,"19,89,000",18.0,,2025-08-31,,,24AAACV2809D1ZS,,Ahmedabad,Gujarat,24ABCCS1258A1ZW,,Vadodara,Gujarat,27AAACN4165C3ZP,THE NEW INDIA ASSURANCE CO LIMITED,,Maharashtra,24AJTPG5264G1Z1,,VADODARA ,Gujarat,,,Normal,Normal,Loose/Unpacked,,,"Vehicle Number: RJ51GA3863,   ",SERIAL NUM W250001707,"Vehicle Number: RJ51GA3863,   ",,2 BELT USE ,10 WELDING USE BASE FRAME , , ,Yes,Yes,Yes,Yes,Yes,2025-08-31,2025-08-31,2025-08-31,2025-08-31 02:35:23 PM,Approved,Prashant,,,,,,,,,,,,,,,,"23,47,020","23,47,020","25,81,722",,681962261098.0,,2025-08-30,False,6819622610980,Vadodara,Jaipur,,,,,,,,,VOLTAS LIMITED,SKAI AIR CONTROL PRIVATE LIMITED,SHYAMSUNDER BHIMSAIN GOYAL,Voltas,voltas_as_on_20_03_2026.csv,ap_v1.1.0_reset,2026-03-20 18:23:04,RJ0620230002891,2025-08-31 09:05:56,9328762266.0,84186100.0,Product Model No,HEAT PUMPS OTHER THAN AIR-CONDITIONING MACHINES OF HEADING 8414,"132 FEET RING ROAD  3 RD  A-301  BEHIND IOC PETROL PUMP, SATELLITE",380015.0,"N H 8, OPP. L AND T COMPANY    249  PO PADAMALA, RANOLI",391760.0,,400023.0,Chanod Colony Road  1 st Floor  Flat No B-1  Vapi,391760.0
17,2025-08-31,V2CSSRY100956,Physical,"VADODARA, GUJARAT",Cargo Condition Inspection,Pre Dispatch,,,HR38Y1289,,"16,200","8,000",FT,9.6,7.4,9.6,"4,000","4,000",Numbers,1,"19,89,000",18.0,,2025-08-31,,,24AAACV2809D1ZS,,vadodara ,Gujarat,24ABCCS1258A1ZW,,Vadodara,Gujarat,27AAACN4165C3ZP,THE NEW INDIA ASSURANCE CO LIMITED,,Maharashtra,24AJTPG5264G1Z1,,Valsad,Gujarat,,,Normal,Normal,Loose/Unpacked,,,"Vehicle Number: HR38Y1289,      ",SERIAL NUMBER W250002008 ,"Vehicle Number: HR38Y1289,     ",,2 BELT USE ,8 WELDING BASE FRAME , , ,Yes,Yes,Yes,Yes,Yes,2025-08-31,2025-08-31,2025-08-31,2025-08-31 03:05:44 PM,Approved,Prashant,,,,,,,,,,,,,,,,"23,47,020","23,47,020","25,81,722",,661962261849.0,,2025-08-30,False,6619622618490,Vadodara,Jaipur,,,,,,,,,VOLTAS LIMITED,SKAI AIR CONTROL PRIVATE LIMITED,SHYAMSUNDER BHIMSAIN GOYAL,Voltas,voltas_as_on_20_03_2026.csv,ap_v1.1.0_reset,2026-03-20 18:23:04,HR6320180020197,2025-08-31 09:39:13,9328762266.0,84186100.0,Product Model No,ACEGAFXR0801ML AC SCR CHP,"132 FEET RING ROAD  3 RD  A-301  BEHIND IOC PETROL PUMP, SATELLITE",391760.0,"N H 8, OPP. L AND T COMPANY    249  PO PADAMALA, RANOLI",391760.0,Bank Street    34/38  Fort,400023.0,Chanod Colony Road  1 st Floor  Flat No B-1  Vapi,396195.0
18,2025-09-01,V2CSSRY100958,Physical,"VADODARA, GUJARAT",Cargo Condition Inspection,Pre Dispatch,,,HR39E4482,,"16,200","7,000",FT,9.0,7.4,9.0,"4,500","4,500",Numbers,1,"18,30,000",18.0,,2025-09-01,,,24AAACV2809D1ZS,,VADODARA ,Gujarat,07AAACR3342P1Z5,,South Delhi,Delhi,27AAACN4165C3ZP,THE NEW INDIA ASSURANCE CO LIMITED,,Maharashtra,24AABFY0533F1ZL,,Ahmedabad,Gujarat,,,Normal,Normal,Loose/Unpacked,,,"Vehicle Number: , MH39E4482    ",UNIT SERIAL NUMBER W250000106,"Vehicle Number: , MH39E4482   ",,4 BELT USE ,16 WELDING ON BASE FRAME ,Flatbed trailer,Please make sure that  RED FLAG / REFLECTOR TAPE is placed on the cargo,Yes,Yes,Yes,Yes,Yes,2025-09-01,2025-09-01,2025-09-01,2025-09-22 12:46:59 PM,Approved,Prashant,,,,,,,,,,,,,,,,"21,59,400","21,59,400","23,75,340",,691962832350.0,,2025-08-31,False,6919628323500,Vadodara,Ahmed Nagar,,,,,,,,,VOLTAS LIMITED,REFAIR INDIA PRIVATE LIMITED,YATAYAT CORPORATION OF INDIA,Voltas,voltas_as_on_20_03_2026.csv,ap_v1.1.0_reset,2026-03-20 18:23:04,HR0820200006956,2025-09-01 10:39:24,9723332178.0,84186100.0,Product Model No,ACDS090DPMN2X2FN AC SCROOL CHILLER ,SIDDHI INDUSTRIAL PARK NEAR GB SUB WAGHODIA ,391760.0,OKHLA INDUSTRIAL AREA    A-48  PHASE-II,110020.0,Bank Street    34/38  Fort,400023.0,VEDMANDIR ROAD    7/A  KANKARIA,380022.0
19,2025-09-01,V2CSSRY100959,Physical,"VADODARA, GUJARAT",Cargo Condition Inspection,Pre Dispatch,,,HR39E4482,,"16,200","7,000",FT,9.0,7.4,9.0,"4,500","4,500",Numbers,1,"18,30,000",18.0,,2025-09-01,,,24AAACV2809D1ZS,,VADODARA,Gujarat,07AAACR3342P1Z5,,South Delhi,Delhi,27AAACN4165C3ZP,THE NEW INDIA ASSURANCE CO LIMITED,,Maharashtra,24AABFY0533F1ZL,,Ahmedabad,Gujarat,,,Normal,Normal,Loose/Unpacked,,,"Vehicle Number: HR39E4482,  Other Vehicle Numbers: ,    Flatbed trailer",UNIT SERIAL NUMBER W250000106,"Vehicle Number: HR39E4482,  Other Vehicle Numbers: ,    Flatbed trailer",,4 BELT USE ,16 WELDING USE ON BASE FRAME ,Flatbed trailer, ,Yes,Yes,Yes,Yes,Yes,2025-09-01,2025-09-01,2025-09-01,2025-09-01 07:02:39 PM,Approved,Prashant,,,,,,,,,,,,,,,,"21,59,400","21,59,400","23,75,340",,661962834414.0,,2025-08-31,False,6619628344140,Vadodara,Ahmed Nagar,,,,,,,,,VOLTAS LIMITED,REFAIR INDIA PRIVATE LIMITED,YATAYAT CORPORATION OF INDIA,Voltas,voltas_as_on_20_03_2026.csv,ap_v1.1.0_reset,2026-03-20 18:23:04,HR0820200006956,2025-09-01 13:33:12,9723332178.0,84186100.0,Product Model No,HEAT PUMPS OTHER THAN AIR-CONDITIONING MACHINES OF HEADING 8414,"Plot No.1, Siddhi Industrial Infrastructure Park Near GEB Substation, Opp. Persang Alloys Village Waghodia",391760.0,OKHLA INDUSTRIAL AREA    A-48  PHASE-II,110020.0,Bank Street    34/38  Fort,400023.0,VEDMANDIR ROAD    7/A  KANKARIA,380022.0
20,2025-09-02,V2CSSRY100961,Physical,"VADODARA, GUJARAT",Cargo Condition Inspection,Pre Dispatch,,,MH46CL1117,,"39,500","13,100",FT,8.0,9.2,8.0,"22,000","39,500",Numbers,2,"62,50,000",18.0,,2025-09-02,,,24AAACV2809D1ZS,,VADODARA ,Gujarat,37AADCK0785C1ZO,,Krishna,Andhra Pradesh,27AAACN4165C3ZP,THE NEW INDIA ASSURANCE CO LIMITED,,Maharashtra,24AJTPG5264G1Z1,,Valsad,Gujarat,,,Normal,Normal,Loose/Unpacked,,,"Vehicle Number: MH46CL1117,    Flatbed trailer","UNIT SERIAL NUMBER W250000107, W250000207",Vehicle Number: MH46CL1117   Flatbed trailer,,8 BELT USE ,24 WELDING USE ON BASE FRAME IN TWO MACHINE ,Flatbed trailer, ,Yes,Yes,Yes,Yes,Yes,2025-09-02,2025-09-02,2025-09-02,2025-09-02 03:49:33 PM,Approved,Prashant,,,,,,,,,,,,,,,,"1,47,50,000","1,47,50,000","1,62,25,000",,621962914996.0,,2025-08-31,False,6219629149960,Vadodara,Visakhapatnam,,,,,,,,,VOLTAS LIMITED,KMV PROJECTS LIMITED,SHYAMSUNDER BHIMSAIN GOYAL,Voltas,voltas_as_on_20_03_2026.csv,ap_v1.1.0_reset,2026-03-20 18:23:04,MH1620170060017,2025-09-02 10:20:13,9328762266.0,84186100.0,Product Model No,ACEGWFVXR4302MHPAV WC VFD SCREW CHILLER ,SIDDHI INDUSTRIAL PARK NEAR GB WAGHODIA VADODARA ,391760.0,"100 Feet New Autonagar Road    Survey no 11/2 D.no 1-6/2,Poranki Village,Penamaluru Mandal  Vijayawada",521137.0,Bank Street    34/38  Fort,400023.0,Chanod Colony Road  1 st Floor  Flat No B-1  Vapi,396195.0
21,2025-09-02,V2CSSRY100962,Physical,"VADODARA, GUJARAT",Cargo Condition Inspection,Pre Dispatch,,,MH05EL9059,,"39,500","13,555",FT,8.0,9.4,8.0,"22,000","22,000",Numbers,2,"62,50,000",18.0,,2025-09-02,,,24AAACV2809D1ZS,,vadodara ,Gujarat,37AADCK0785C1ZO,,Krishna,Andhra Pradesh,27AAACN4165C3ZP,THE NEW INDIA ASSURANCE CO LIMITED,,Maharashtra,24AJTPG5264G1Z1,,Valsad,Gujarat,,,Normal,Normal,Loose/Unpacked,,,"Vehicle Number: MH05EL9059,     Flatbed trailer","UNIT SERIAL NUMBER W250000308, W250000408","Vehicle Number: MH05EL9059,    Flatbed trailer",,8 BELT USE ,24 WELDING ON BASE FRAME IN TWO MACHINE ,Flatbed trailer, ,Yes,Yes,Yes,Yes,Yes,2025-09-02,2025-09-02,2025-09-02,2025-09-02 04:12:59 PM,Approved,Prashant,,,,,,,,,,,,,,,,"1,47,50,000","1,47,50,000","1,62,25,000",,611963086105.0,,2025-08-31,False,6119630861050,Vadodara,Visakhapatnam,,,,,,,,,VOLTAS LIMITED,KMV PROJECTS LIMITED,SHYAMSUNDER BHIMSAIN GOYAL,Voltas,voltas_as_on_20_03_2026.csv,ap_v1.1.0_reset,2026-03-20 18:23:04,MH1620190002539,2025-09-02 10:43:29,9328762266.0,84186100.0,Product Model No,ACEGWFVXR4302MHPAV WC VFD SCREW CHILLER ,"Plot No.1, Siddhi Industrial Infrastructure Park Near GEB Substation, Opp. Persang Alloys Village Waghodia",391760.0,"100 Feet New Autonagar Road    Survey no 11/2 D.no 1-6/2,Poranki Village,Penamaluru Mandal  Vijayawada",521137.0,Bank Street    34/38  Fort,400023.0,Chanod Colony Road  1 st Floor  Flat No B-1  Vapi,396195.0
22,2025-09-04,V2CSSRY100965,Physical,"VADODARA, GUJARAT",Cargo Condition Inspection,Pre Dispatch,,,DN09U9904,,"18,500","5,605",FT,9.1,8.4,9.1,"10,800","10,800",Numbers,1,"95,59,000",18.0,,2025-09-04,,,24AAACV2809D1ZS,,vadodara ,Gujarat,36AAACD6745J3ZF,,Nalgonda,Telangana,27AAACN4165C3ZP,THE NEW INDIA ASSURANCE CO LIMITED,,Maharashtra,24AJTPG5264G1Z1,,Valsad,Gujarat,,,Normal,Normal,Loose/Unpacked,,,"Vehicle Number: DN09U9904,   ",UNIT SERIAL NUMBER W250000109,"Vehicle Number: DN09U9904,     ",,4 BELT USE ,14 WELDING ON BASE FRAME ,Flatbed trailer,Please make sure that  RED FLAG / REFLECTOR TAPE is placed on the cargo,Yes,Yes,Yes,Yes,Yes,2025-09-04,2025-09-04,2025-09-04,2025-09-04 07:15:26 PM,Approved,Prashant,,,,,,,,,,,,,,,,"95,59,000","1,12,79,620","1,05,14,900",,601964807768.0,,2025-09-03,False,6019648077680,Vadodara,Nalgonda,,,,,,,,,VOLTAS LIMITED,DIVIS LABORATORIES LIMITED,SHYAMSUNDER BHIMSAIN GOYAL,Voltas,voltas_as_on_20_03_2026.csv,ap_v1.1.0_reset,2026-03-20 18:23:04,UP7420200016155,2025-09-04 13:46:14,9904715189.0,84186100.0,Product Model No, ACWDX090M20EO84YLG-BRINE COMPRESSOR 91 TR ,"Plot No.1, Siddhi Industrial Infrastructure Park Near GEB Substation, Opp. Persang Alloys Village Waghodia",391760.0,CHOUTUPPAL Mandal    DIVIS SEZ DEVELOPER  LINGOJIGUDEM Village,508252.0,Bank Street    34/38  Fort,400023.0,Chanod Colony Road  1 st Floor  Flat No B-1  Vapi,396195.0
23,2025-09-05,V2CSSRY100967,Physical,"VADODARA, GUJARAT",Cargo Condition Inspection,Pre Dispatch,,,GJ06AX9288,,"39,500","11,440",FT,10.0,7.4,10.0,"9,500","9,500",Numbers,1,"62,32,000",18.0,,2025-09-05,,,24AAACV2809D1ZS,,vadodara,Gujarat,24AABCB9286B1ZU,,Vadodara,Gujarat,27AAACN4165C3ZP,THE NEW INDIA ASSURANCE CO LIMITED,,Maharashtra,24CUOPS2908D1ZJ,,Vadodara,Gujarat,,,Normal,Normal,Loose/Unpacked,,,"Vehicle Number: GJ06AX9288,    Flatbed trailer",UNIT SERIAL NO W250000601 ,"Vehicle Number: GJ06AX9288,     Flatbed trailer",,4 BELT USE ,10 WELDING ON BASE FRAME ,Flatbed trailer,Please make sure that  RED FLAG / REFLECTOR TAPE is placed on the cargo,Yes,Yes,Yes,Yes,Yes,2025-09-05,2025-09-05,2025-09-05,2025-09-05 10:56:36 PM,Approved,Prashant,,,,,,,,,,,,,,,,"73,53,760","73,53,760","80,89,136",,631965391272.0,,2025-09-04,False,6319653912720,Vadodara,Vadodara,,,,,,,,,VOLTAS LIMITED,BDR PHARMACEUTICALS INTERNATIONAL PRIVATE LIMITED,RAVINDER SINGH,Voltas,voltas_as_on_20_03_2026.csv,ap_v1.1.0_reset,2026-03-20 18:23:04,RJ30B20120011186,2025-09-05 17:29:28,9328624618.0,84186100.0,Product Model No,ACEGAFXR2802ML-280 TR AC FLOODED SCREW CHP,"Plot No.1, Siddhi Industrial Infrastructure Park Near GEB Substation, Opp. Persang Alloys Village Waghodia",391760.0,"GOTRI ROAD  SECOND FLOOR  201, 201a, 202, 203, 205, 206  GOTRI",390021.0,Bank Street    34/38  Fort,400023.0,KARELIBAUG  3RD FLOOR  26  Vadodara,390019.0
24,2025-09-06,V2CSSRY100968,Physical,"VADODARA, GUJARAT",Cargo Condition Inspection,Pre Dispatch,,,DD01V9096,,"18,500","8,260",FT,9.1,8.4,9.1,"10,200","10,200",Numbers,1,"95,59,000",0.0,,2025-09-06,,,24AAACV2809D1ZS,,Ahmedabad,Gujarat,36AAACD6745J3ZF,,Nalgonda,Telangana,27AAACN4165C3ZP,THE NEW INDIA ASSURANCE CO LIMITED,,Maharashtra,24AJTPG5264G1Z1,,Valsad,Gujarat,,,Normal,Normal,Loose/Unpacked,,,"Vehicle Number: DD01V9096,      ",UNIT SERIAL NUMBER W250000209,"Vehicle Number: DD01V9096,     ",,4 BELT USE ,15 WELDING ON BASE FRAME ,Flatbed trailer, ,Yes,Yes,Yes,Yes,Yes,2025-09-06,2025-09-06,2025-09-06,2025-09-06 04:32:30 PM,Approved,Prashant,,,,,,,,,,,,,,,,"95,59,000","95,59,000","1,05,14,900",,671965730406.0,,2025-09-05,False,6719657304060,Vadodara,Nalgonda,,,,,,,,,VOLTAS LIMITED,DIVIS LABORATORIES LIMITED,SHYAMSUNDER BHIMSAIN GOYAL,Voltas,voltas_as_on_20_03_2026.csv,ap_v1.1.0_reset,2026-03-20 18:23:04,MH1620100033567,2025-09-06 11:03:31,9328762266.0,84186100.0,Product Model No, ACWDX090M20EO84YLG- BRINE COMPRESSOR 91 TR ,"132 FEET RING ROAD  3 RD  A-301  BEHIND IOC PETROL PUMP, SATELLITE",380015.0,CHOUTUPPAL Mandal    DIVIS SEZ DEVELOPER  LINGOJIGUDEM Village,508252.0,Bank Street    34/38  Fort,400023.0,Chanod Colony Road  1 st Floor  Flat No B-1  Vapi,396195.0
